BuildingId,Id,FloorName,GIA,tableDate
20,99,eb1,169.6000061,31/12/2012
69,258,RH 1,375.6700134,31/10/2017
9,12,SB11,393.8800049,30/04/2016
24,199,PLT3,17.39999962,31/12/2017
52,209,JM1,274,28/02/2014
9,13,CS12,398,31/08/2013
28,108,SH1,836.0999756,31/10/2013
52,209,JM1,274,30/06/2015
31,75,T1,1503,30/06/2012
24,103,PLG,585.2999878,31/07/2016
5,89,S2,445.1000061,29/02/2012
69,257,HHRA G,342.25,31/01/2012
19,70,RB,1156.640015,28/02/2018
21,97,QSA,710.1900024,31/07/2017
6,205,CE4PLANT,77.30000305,31/03/2014
78,299,Sc5,1446.5,28/02/2018
52,209,JM1,282,31/08/2013
70,265,CSL G,215.25,31/07/2016
7,203,SJB,692.9799805,28/02/2018
69,260,RH 1A,36.86000061,28/02/2014
57,219,PS1,696.0700073,30/11/2017
4,43,BG,208.8999939,31/07/2012
2,284,BIC2,1284.589966,30/11/2017
6,83,HA3,866.4699707,30/04/2018
32,49,X2,1263,30/06/2013
32,50,X3,1263,31/05/2014
57,220,MB2,444.9100037,31/07/2015
75,279,qs2,515.2600098,31/12/2014
4,44,B1,174.8000031,29/02/2012
32,47,XG,1437.400024,30/04/2012
71,262,HHRB 1,253.9900055,29/02/2012
57,222,MBB,361.7999878,30/06/2014
7,203,CWB,692.9799805,31/08/2017
57,220,MB2,444.9100037,30/11/2014
80,313,FDG,462.6799927,31/01/2016
32,50,X3,1263,30/09/2012
57,220,MB2,444.9100037,28/02/2015
69,259,RH 2,331.1199951,31/01/2015
33,53,W1,2544.840088,31/10/2015
6,82,HA2,855.5200195,28/02/2018
32,46,XB,1443.5,30/06/2015
31,79,T5,1854,29/02/2012
78,300,SC6,238.4100037,30/09/2017
33,55,W3,747.7000122,30/06/2012
78,299,Sc5,1455.880005,31/03/2014
19,70,RB,1156.630005,30/04/2015
75,279,qs2,517.1400146,31/10/2017
33,54,W2,1756,30/11/2012
31,76,T2,1537.569946,30/06/2017
28,112,SHW,249,31/08/2013
71,263,EK2,243,31/08/2017
72,301,CS4,184.8999939,30/04/2018
9,15,SB14,263.9299927,31/03/2017
19,73,R2,1352.880005,31/07/2016
67,315,CAB4,26.18000031,31/01/2016
31,75,T1,1465.660034,31/10/2013
6,83,CE3,866.4699707,28/02/2017
57,221,PSG,624.1199951,30/04/2017
7,31,CW4,892.9500122,30/06/2014
6,80,CEG,976.2800293,31/05/2016
7,32,CW5,885.3200073,31/01/2014
69,258,RH 1,375.6700134,28/02/2014
71,261,EKG,258.2200012,31/01/2017
6,82,CE2,855.5200195,31/01/2017
79,303,PHG,67.20999908,31/12/2014
20,99,QSB1,169.6000061,30/09/2015
21,97,QSA,711,31/01/2014
21,97,QSA,710.1900024,31/03/2018
80,313,LFG,0,31/05/2014
24,103,PLG,585.2999878,30/09/2012
76,281,JR1,0,31/08/2013
4,43,BG,208.8999939,31/12/2013
71,262,HHRB 1,244.6300049,29/02/2016
71,263,HHRB 2,243,29/02/2016
72,266,BSG,2227.659912,30/06/2017
80,313,FDG,462.6799927,31/05/2016
6,124,CE4,865.5,30/09/2012
76,307,JR6,54.86000061,31/10/2015
32,48,X1,1263,30/11/2012
9,12,CS11,395,31/07/2013
67,250,CAB 2,1686.579956,30/09/2015
76,281,JR1,0,31/05/2013
84,324,OA5,0,30/06/2017
9,15,CS14,263.9299927,31/01/2016
84,323,OA4,0,30/09/2016
9,14,CS13,398,30/06/2012
24,199,PLT3,17.39999962,30/04/2014
9,8,CS3,3045.26001,31/10/2015
40,142,LS2,1262,31/10/2012
19,74,R3,350,30/06/2013
19,72,R1,1472.339966,31/12/2015
72,266,BSG,2437.110107,31/08/2013
20,285,QSBB,40.27000046,30/04/2016
76,282,JR2,173.5,31/03/2017
78,297,SC3,3088.679932,31/03/2018
83,321,BL1,968.9099731,30/11/2017
20,290,EBG MEZ,0,31/10/2013
78,297,SC3,0,31/01/2014
83,321,BL1,968.9099731,30/06/2016
57,219,MB1,686.5100098,31/03/2015
2,4,LA1,1077.800049,31/01/2012
24,128,PLB,32.29999924,31/01/2014
6,82,CE2,855.7299805,30/09/2015
6,80,HAG,976.2800293,31/10/2017
6,80,CEG,974.7399902,30/04/2013
32,50,X3,1263,31/10/2012
24,197,PLT1,17.39999962,30/09/2016
24,128,PLB,32.29999924,31/01/2017
24,197,PLT1,17.39999962,31/05/2013
9,207,CS15 ROOF PLANT,267,31/03/2016
20,98,QSBG,1056.650024,31/07/2016
72,269,BS3,1460.630005,30/09/2012
69,286,RH B,31.06999969,28/02/2014
24,197,PLT1,17.39999962,31/10/2016
20,98,QSBG,1056.650024,31/12/2016
19,70,RB,1115.790039,30/11/2014
81,317,BH1,296.019989,31/08/2016
9,25,CS1,1597,30/09/2015
4,42,BB,47.59999847,31/01/2013
6,124,CE4,870.6500244,30/09/2014
54,218,SU2,377.8999939,31/01/2014
28,202,SHU,145.8999939,28/02/2014
37,116,HW1,1172.719971,29/02/2016
75,277,qsg,820.5599976,31/08/2015
75,276,qsB,693.0599976,31/01/2017
75,278,qs1,830.7999878,29/02/2012
6,82,CE2,855.5200195,30/11/2016
19,73,R2,1296.900024,30/09/2012
31,185,TC,581.5,30/09/2016
67,249,CAB 1,1502.949951,30/04/2018
85,331,JP3,1998.170044,30/11/2016
28,111,SHG,478.6000061,28/02/2013
37,118,HW3,1137.369995,31/10/2016
84,326,OA7,0,31/03/2016
24,128,PLB,32.29999924,31/05/2015
31,185,TC,605.5599976,31/08/2014
31,78,T4,1482.400024,28/02/2014
76,306,JR4,56.79999924,30/11/2015
83,321,BL1,0,31/03/2016
24,127,PL1,23.39999962,30/09/2012
9,35,SB6,2078,30/04/2017
54,217,SU1,965.9000244,30/09/2012
7,29,CW2,981.1699829,31/01/2016
6,80,CEG,986.5999756,31/05/2012
76,281,JR1,55.33000183,30/11/2015
78,295,SC1.5,308.9899902,31/07/2016
57,219,MB1,686.5100098,31/01/2014
19,73,R2,1352.880005,30/09/2016
31,77,T3,1037.160034,31/05/2016
2,284,BIC2,1284.900024,31/05/2015
57,219,MB1,686.5100098,31/03/2014
9,12,CS11,395,30/11/2012
79,303,PHG,67.20999908,28/02/2018
67,248,CAB G,1417.780029,31/07/2015
6,124,CE4,870.8200073,31/05/2017
75,278,qs1,830.7999878,30/06/2015
37,118,HW3,1137.369995,30/11/2016
76,281,JR1,205.1999969,30/11/2017
6,80,CEG,975.7399902,30/11/2013
31,79,T5,1846.180054,31/03/2015
7,203,CWB,619,31/08/2013
57,222,PSB,361.7999878,31/01/2018
84,327,OA5.5,0,30/04/2016
24,127,PL1,163.5399933,31/01/2016
57,220,MB2,444.9100037,31/07/2014
52,209,JM1,270.8900146,28/02/2017
76,282,JR2,38.27000046,31/08/2015
37,117,HW2,1162.410034,30/09/2015
7,30,SJ3,890.7000122,28/02/2018
7,32,CW5,885.3699951,30/09/2016
40,142,LS2,1262,30/09/2012
9,26,CS2,3350,31/01/2012
9,12,CS11,395,28/02/2014
72,267,BS1,2129,30/11/2016
72,268,BS2,1512.579956,30/06/2014
33,54,W2,1738.959961,30/04/2014
71,262,HHRB 1,244.6300049,30/09/2015
67,248,CAB G,1417.77002,31/07/2017
76,308,JR7,0,31/05/2014
75,278,qs1,829.4299927,31/12/2015
52,209,JM1,274,31/12/2014
76,282,JR2,0,31/10/2013
54,218,SU2,377.8999939,31/05/2012
9,33,SB4,2244.929932,31/05/2016
57,222,MBB,361.7999878,31/03/2013
57,221,PSG,624.1199951,31/03/2018
80,313,FDG,463.1499939,31/12/2017
75,279,qs2,515.2600098,28/02/2014
24,199,PLT3,17.39999962,31/12/2013
20,98,QSBG,1056.650024,30/11/2015
78,300,SC6,238.2200012,31/03/2014
71,261,HHRB G,258.2200012,31/01/2016
9,14,CS13,393.8800049,30/04/2015
7,203,CWB,692.9799805,29/02/2016
9,9,SB8,873,31/12/2017
71,262,HHRB 1,244.6300049,28/02/2014
78,299,Sc5,1455.880005,31/07/2014
9,11,CS10,811,30/04/2014
9,15,CS14,263.9299927,30/09/2014
2,4,BIC1,1257.069946,31/08/2013
71,264,HHRB 3,242.9100037,30/11/2014
40,140,LSG,1313.609985,30/06/2017
69,260,RH 1A,36.86000061,30/09/2013
80,314,FSD1,283.7099915,31/03/2015
57,220,MB2,444.9100037,31/05/2014
84,325,OA6,0,31/03/2017
6,82,HA2,855.5200195,31/10/2017
72,267,BS1,2129,31/10/2016
31,318,T1 MEZZ,24.75,31/10/2016
71,263,HHRB 2,252.0399933,28/02/2013
57,223,PS3,261.4700012,31/08/2016
72,269,CS3,1457.400024,31/05/2018
81,316,BHG,321.2900085,31/03/2018
19,72,R1,1337.780029,31/07/2014
32,49,X2,1263,31/05/2013
6,82,CE2,851.2999878,31/01/2013
78,299,Sc5,1446.5,31/12/2015
31,185,TC,605.5599976,31/05/2015
67,250,CAB 2,1686.579956,31/07/2015
19,73,R2,1296.900024,31/03/2013
33,52,WG,2601.48999,31/12/2015
71,262,HHRB 1,253.9900055,31/05/2012
6,205,CE4PLANT,77.30000305,31/10/2014
5,87,SG,456.7999878,31/08/2012
69,257,RH G,329.7999878,31/12/2017
9,36,CS7,1437,30/06/2013
32,46,XB,1443.5,31/01/2014
69,260,HHRA 1A,37.09999847,31/07/2012
9,15,CS14,263.9299927,31/01/2015
57,223,MB3,284.0599976,30/11/2014
19,72,R1,1472.339966,30/11/2015
75,276,qsB,693.0599976,30/06/2016
52,208,JMG,366.7000122,30/09/2013
80,313,FDG,463.1499939,31/10/2016
75,279,qs2,517.1400146,30/09/2016
9,207,CS15 ROOF PLANT,267,31/05/2014
76,310,JR9,54.93000031,31/12/2015
7,28,CW1,990.2999878,31/05/2012
24,127,PL1,23.39999962,31/03/2013
6,80,CEG,976.2800293,31/08/2016
6,81,HA1,813.1199951,31/03/2018
32,47,XG,1437.400024,28/02/2014
9,14,CS13,398,30/04/2012
37,293,HW4,200.5,31/07/2017
31,318,T1 MEZZ,24.75,30/11/2016
7,28,CW1,974.4299927,31/10/2014
85,331,JP3,1998.170044,31/10/2016
76,282,JR2,0,31/08/2012
4,43,BG,208.8999939,30/06/2014
72,268,CS2,1512.579956,28/02/2018
54,217,SU1,965.9000244,30/06/2013
37,293,HW4,202.9199982,31/05/2015
69,260,RH 1A,36.86000061,30/11/2014
79,302,PHB,26.90999985,31/08/2015
20,99,eb1,169.6000061,30/06/2013
9,8,CS3,3045.26001,31/08/2015
28,202,SHU,145.8999939,31/10/2013
52,210,JM2,366,30/06/2013
79,303,PHG,67.20999908,31/07/2017
72,266,BSG,2227.659912,31/07/2016
76,280,JR12,53.38000107,30/06/2015
75,279,qs2,515.2600098,31/08/2014
57,223,MB3,259.2999878,30/11/2012
84,322,OA3,670.0700073,30/09/2017
85,332,JP4,1293.109985,30/06/2017
9,11,SB10,811,31/10/2017
2,4,LA1,1077.800049,31/05/2012
69,286,RH B,31.06999969,31/10/2013
33,53,W1,1574.199951,31/05/2013
31,289,T2 MEZZ,30.35000038,31/05/2018
31,78,T4,1483.619995,31/10/2015
76,282,JR2,173.5,30/11/2016
6,81,CE1,813.1199951,31/03/2016
76,282,JR2,173.5,30/09/2016
19,74,R3,343.6000061,31/07/2012
32,50,X3,1263,30/11/2012
9,13,SB12,393.8800049,30/11/2016
81,317,BH1,295.9200134,30/09/2015
75,276,qsB,823.789978,31/10/2013
69,286,RH B,31.06999969,31/03/2016
72,268,BS2,1512.579956,28/02/2015
67,251,CAB 3,1036.900024,31/10/2012
6,82,HA2,855.5200195,30/04/2018
76,308,JR7,56.81000137,31/10/2015
31,76,T2,1709.52002,30/06/2014
72,266,CSG,2227.659912,31/05/2018
2,4,BIC1,1252.459961,30/04/2017
67,248,CAB G,1417.77002,31/05/2017
57,222,PSB,361.7999878,30/09/2017
78,296,SC2,523.210022,31/03/2015
76,282,JR2,173.5,31/03/2018
20,290,QSBG MEZ,56.52999878,31/12/2017
72,267,BS1,1911.47998,31/07/2012
28,108,SH1,836.0999756,30/06/2012
31,76,T2,1626,31/03/2013
7,30,CW3,890.7600098,31/12/2014
78,300,SC6,238.2200012,31/07/2014
31,78,T4,1421,31/12/2012
52,211,JM3,353.6499939,28/02/2017
67,315,CAB4,26.18000031,30/09/2014
31,75,T1,1465.660034,31/12/2013
83,321,BL1,968.9099731,31/08/2017
75,279,qs2,515.2600098,28/02/2013
18,119,RW,890,31/07/2012
31,78,T4,1482.400024,30/04/2013
72,267,BS1,1911.47998,31/12/2013
81,316,BHG,321.1700134,31/07/2015
31,77,T3,1037.160034,31/12/2016
24,127,PL1,163.5399933,31/12/2016
57,223,MB3,284.0599976,28/02/2015
28,112,SHW,249,31/01/2014
9,10,SB9,811,31/12/2016
28,202,SHU,145.8999939,31/08/2012
72,301,CS4,184.8999939,31/12/2017
6,80,CEG,975.7399902,30/04/2015
67,315,CAB4,26.18000031,31/05/2016
76,282,JR2,173.5,31/05/2018
69,258,RH 1,375.6700134,31/12/2017
24,197,PLT1,17.39999962,31/03/2017
31,76,T2,1709.52002,30/04/2014
54,218,SU2,377.8999939,31/05/2013
67,248,CAB G,1417.800049,31/01/2013
37,115,HWG,1359.410034,31/03/2015
69,258,RH 1,375.6700134,30/11/2016
31,77,T3,1045.800049,31/03/2014
76,311,JR10,0,30/11/2014
75,277,qsg,827.1300049,30/11/2017
19,71,RG,2027.099976,30/09/2012
9,25,CS1,1597,31/10/2013
84,324,OA5,1034.76001,31/01/2018
78,299,Sc5,1455.880005,31/07/2015
7,28,CW1,974.4299927,31/07/2015
75,277,qsg,820.5599976,30/11/2013
69,257,HHRA G,342.25,31/05/2012
7,30,CW3,890.7000122,31/08/2016
6,205,CE4PLANT,77.30000305,31/03/2017
75,277,qsg,820.5599976,31/01/2015
71,263,EK2,243,30/06/2016
85,329,JP1,2984.649902,30/06/2016
37,116,HW1,1172.719971,30/09/2015
9,11,SB10,811,30/04/2018
7,27,CWG,2407.389893,31/03/2017
21,97,QSA,710.1900024,31/03/2017
20,290,EBG MEZ,0,31/12/2013
24,128,PLB,32.29999924,31/05/2012
67,249,CAB 1,1502.949951,31/08/2017
18,119,RW,890,30/06/2014
85,332,JP4,1293.109985,28/02/2017
75,279,qs2,515.2600098,31/10/2013
71,262,HHRB 1,253.9900055,31/01/2013
69,260,HHRA 1A,37.09999847,29/02/2012
9,34,SB5,2506,31/10/2017
67,249,CAB 1,1502.949951,31/07/2014
84,336,OA2,666.5499878,30/04/2018
9,11,CS10,811,30/09/2014
19,74,R3,350,30/09/2014
67,250,CAB 2,1686.579956,31/03/2014
24,128,PLB,32.29999924,31/01/2012
24,128,PLB,32.29999924,31/08/2014
21,97,QSA,711,31/01/2015
37,118,HW3,1189.900024,30/09/2013
76,283,JR5,0,31/07/2013
78,296,SC2,527.4099731,28/02/2018
69,286,RH B,31.06999969,31/08/2014
9,33,CS4,2861,30/11/2012
7,30,CW3,890.7600098,31/07/2015
71,261,HHRB G,258.2200012,31/08/2015
40,141,LS1,1265.869995,31/05/2015
72,267,BS1,2126.060059,31/05/2014
79,302,PHB,26.90999985,31/01/2017
31,185,TC,581.5,30/04/2017
9,33,SB4,2244.929932,31/08/2016
31,79,T5,1854,31/01/2012
7,28,CW1,990.2999878,31/01/2012
76,282,JR2,0,31/12/2014
24,128,PLB,32.29999924,31/03/2015
84,336,OA2,0,31/01/2017
67,251,CAB 3,1036.900024,30/09/2012
37,115,HWG,1384.040039,30/04/2016
9,15,CS14,263.9299927,30/06/2014
79,303,PHG,67.20999908,31/08/2014
2,4,BIC1,1257.069946,31/12/2014
28,109,SH2,123.4000015,29/02/2012
76,308,JR7,56.81000137,30/04/2016
76,319,JR3,171.5299988,31/05/2017
84,322,OA3,0,31/01/2017
24,127,PL1,23.39999962,30/11/2013
33,53,W1,1574.199951,28/02/2013
20,99,QSB1,169.6000061,31/03/2016
54,218,SU2,377.8999939,30/04/2013
84,322,OA3,670.0700073,31/12/2017
33,53,W1,1574.199951,31/10/2013
6,205,CE4PLANT,77.30000305,31/12/2014
9,36,CS7,1437,30/11/2012
19,71,RG,2028.5,30/04/2015
78,295,SC1.5,308.9899902,30/06/2017
19,73,R2,1352.880005,31/05/2018
9,10,CS9,811,31/10/2013
7,31,CW4,894,31/01/2013
33,54,W2,1756,30/09/2012
20,98,QSBG,1013.640015,30/04/2015
75,278,qs1,830.7999878,30/06/2013
9,26,CS2,3350,30/09/2014
31,75,T1,1567.599976,31/01/2016
33,55,W3,741.9099731,30/09/2014
31,77,T3,1045.800049,31/08/2013
54,218,SU2,377.8999939,31/08/2014
85,328,JPG,3041.47998,31/07/2017
31,75,T1,1567.599976,30/04/2017
7,27,CWG,2404.72998,30/09/2014
69,257,RH G,546.8699951,31/03/2018
57,221,MBG,629.5900269,28/02/2013
31,79,T5,1846.180054,30/09/2014
37,117,HW2,1177.880005,31/03/2015
81,317,BH1,296.019989,30/09/2016
7,203,CWB,692.9799805,31/07/2016
57,223,MB3,261.4700012,31/03/2016
19,71,RG,2028.5,31/08/2015
56,226,UCB2,1453.800049,31/12/2012
57,221,PSG,624.1199951,31/03/2017
55,233,UCOT,1218.599976,31/05/2012
6,205,CE4PLANT,77.30000305,31/10/2012
52,211,JM3,366,31/03/2013
6,81,CE1,815,31/07/2014
72,301,BS4,184.8999939,31/07/2016
28,202,SHU,145.8999939,30/09/2013
72,267,CS1,2129,30/11/2017
28,109,SH2,123.4000015,31/12/2013
24,197,PLT1,17.39999962,31/08/2017
7,28,CW1,974.4299927,30/04/2014
9,8,CS3,3069,31/01/2012
31,76,T2,1537.569946,31/08/2017
24,199,PLT3,17.39999962,31/01/2012
71,261,HHRB G,258.2200012,31/05/2013
9,13,CS12,393.8800049,30/09/2014
9,10,CS9,811,31/01/2016
19,72,R1,1472.339966,30/04/2018
69,257,RH G,546.8699951,30/04/2018
37,116,HW1,1172.719971,31/07/2016
67,248,CAB G,1417.780029,28/02/2015
54,217,SU1,965.9000244,30/06/2012
52,211,JM3,366,30/11/2012
69,259,RH 2,331.1199951,31/12/2013
24,128,PLB,32.29999924,31/12/2017
6,124,CE4,865.5,31/12/2012
31,77,T3,1037.160034,31/07/2016
85,332,JP4,1293.109985,31/05/2017
67,250,CAB 2,1686.579956,31/08/2016
76,282,JR2,0,30/06/2014
67,315,CAB4,26.18000031,28/02/2018
40,142,LS2,1261.209961,31/01/2017
9,9,SB8,873,31/05/2016
19,72,R1,1472.339966,31/10/2017
67,315,CAB4,26.18000031,30/06/2015
31,75,T1,1503,31/01/2012
31,75,T1,1458.290039,30/09/2015
7,29,CW2,981.1699829,31/07/2017
78,299,Sc5,1455.880005,30/06/2014
75,279,qs2,517.1400146,30/06/2016
7,30,CW3,892,30/11/2012
52,210,JM2,353.8500061,31/07/2016
20,290,QSBG MEZ,56.52999878,28/02/2018
9,8,CS3,3069,31/01/2013
20,290,QSBG MEZ,56.52999878,30/06/2017
75,279,qs2,515.2600098,31/01/2015
78,297,SC3,3088.679932,31/03/2017
40,142,LS2,1261.209961,31/03/2015
76,282,JR2,38.27000046,31/05/2015
52,209,JM1,282,31/03/2013
57,219,MB1,686.5100098,30/11/2014
24,103,PLG,585.2999878,31/10/2016
72,268,BS2,1512.579956,31/01/2015
57,219,PS1,696.0700073,31/07/2016
18,119,RW,890,31/01/2017
24,198,PLT2,17.39999962,31/10/2014
76,282,JR2,0,28/02/2014
31,79,T5,1854,30/04/2012
84,326,OA7,1821.930054,31/03/2018
32,50,X3,1263,31/05/2012
78,296,SC2,0,31/01/2014
76,282,JR2,0,31/12/2013
19,73,R2,1337.780029,30/09/2013
24,198,PLT2,17.39999962,31/07/2017
68,252,UCONG,543.7199707,31/07/2012
57,221,MBG,618.4000244,31/10/2012
20,99,QSB1,169.6000061,30/04/2017
9,12,CS11,395,29/02/2012
71,261,HHRB G,258.2200012,31/07/2013
19,74,R3,344.980011,30/11/2017
20,99,QSB1,169.6000061,31/07/2017
37,116,HW1,1202.199951,31/08/2013
71,261,EKG,258.2200012,31/12/2016
7,27,CWG,2414.199951,30/04/2012
37,117,HW2,1177.880005,31/05/2014
18,334,CO1,80.98000336,31/01/2018
75,279,qs2,517.1400146,28/02/2017
85,330,JP2,3036.23999,30/09/2016
9,207,CS15 ROOF PLANT,267,31/10/2014
31,75,T1,1567.599976,31/12/2016
80,313,LFG,462.6799927,31/12/2014
9,26,CS2,3350,30/11/2014
57,221,MBG,629.5900269,31/03/2013
40,140,LSG,1288,30/09/2012
9,15,CS14,267,28/02/2013
9,9,SB8,873,31/08/2017
9,13,SB12,393.8800049,31/05/2017
57,221,MBG,618.4000244,31/01/2012
6,82,CE2,851.2999878,29/02/2012
72,266,BSG,2227.659912,28/02/2015
32,50,X3,1263,31/12/2014
37,115,HWG,1384.040039,28/02/2018
71,262,HHRB 1,244.6300049,31/05/2014
79,303,PHG,67.20999908,30/04/2017
69,286,RH B,31.06999969,31/05/2014
69,257,RH G,329.7999878,30/09/2015
2,284,BIC2,1284.589966,30/04/2018
52,208,JMG,353,30/09/2015
52,208,JMG,353.1799927,30/04/2014
56,227,UCB3,1259.199951,31/08/2012
67,249,CAB 1,1521,31/08/2013
71,263,HHRB 2,252.0399933,30/06/2012
7,32,CW5,896.7999878,30/04/2013
75,277,qsg,820.5599976,31/12/2013
31,78,T4,1421,31/01/2012
40,142,LS2,1262,31/12/2013
69,259,RH 2,331.2000122,31/05/2017
7,203,SJB,692.9799805,30/04/2018
9,9,CS8,873,31/07/2014
33,53,W1,1574.199951,29/02/2012
7,31,CW4,892.789978,31/05/2016
9,26,CS2,3350,31/08/2015
71,264,HHRB 3,253.8099976,31/01/2013
71,263,HHRB 2,243,31/05/2013
76,319,JR3,171.5299988,31/10/2017
2,3,BICG,1269.099976,31/01/2017
69,259,RH 2,331.2000122,31/01/2017
9,10,SB9,811,31/07/2016
52,211,JM3,366,31/08/2013
31,77,T3,1045.800049,31/03/2015
67,315,CAB4,26.18000031,30/09/2017
57,221,MBG,618.4000244,31/08/2012
31,78,T4,1483.619995,31/05/2018
37,116,HW1,1202.199951,30/04/2012
57,219,MB1,686.5100098,31/07/2014
57,222,MBB,361.7999878,31/01/2015
40,142,LS2,1261.209961,30/11/2015
56,228,UCB4,1257.699951,28/02/2013
76,282,JR2,173.5,28/02/2017
69,258,HHRA 1,375.6600037,29/02/2012
31,289,T2 MEZZ,57.75,31/12/2014
80,313,FDG,463.1499939,28/02/2018
6,81,CE1,818.0999756,30/04/2013
52,211,JM3,366,31/05/2013
31,185,TC,605.5599976,30/06/2013
79,303,PHG,67.20999908,30/04/2016
71,262,HHRB 1,253.9900055,30/11/2012
31,77,T3,1037.160034,30/04/2018
24,127,PL1,163.5399933,30/04/2015
7,30,CW3,890.7000122,31/03/2016
78,297,SC3,3088.679932,30/09/2017
20,98,ebG,1057,31/01/2012
24,128,PLB,32.29999924,31/03/2018
67,251,CAB 3,1036.900024,31/10/2013
9,207,SB15 ROOF PLANT,267,30/06/2016
5,88,S1,444.8999939,31/10/2012
67,248,CAB G,1417.780029,31/05/2015
31,76,T2,1537.569946,30/09/2017
57,220,MB2,578.7000122,30/11/2012
6,124,CE4,870.6500244,31/05/2014
2,4,BIC1,1257.069946,30/11/2014
67,249,CAB 1,1502.949951,28/02/2014
75,276,qsB,823.789978,30/04/2013
19,74,R3,350,28/02/2015
9,11,SB10,811,31/07/2017
67,248,CAB G,1417.800049,30/09/2013
69,286,RH B,31.06999969,31/03/2014
6,83,CE3,861.5,29/02/2012
76,280,JR12,0,31/03/2013
71,264,HHRB 3,242.9100037,30/09/2014
7,28,CW1,990.2999878,30/09/2013
83,321,BL1,968.9099731,31/10/2017
19,71,RG,2028.5,31/03/2014
32,46,XB,1443.5,31/07/2012
85,328,JPG,3041.47998,31/12/2016
9,35,CS6,2078,30/04/2012
83,321,BL1,968.9099731,31/08/2016
9,10,SB9,811,31/05/2016
24,199,PLT3,17.39999962,30/06/2016
85,329,JP1,2984.649902,31/03/2018
9,11,SB10,811,31/03/2018
54,218,SU2,377.8999939,30/11/2013
9,11,CS10,811,30/06/2014
75,278,qs1,830.7999878,31/10/2014
7,203,CWB,619,31/05/2013
75,277,qsg,820.5599976,31/05/2015
57,223,MB3,284.0599976,31/07/2014
40,141,LS1,1255,31/08/2012
37,116,HW1,1202.199951,30/06/2012
19,72,R1,1337.780029,28/02/2014
71,262,EK1,244.6300049,28/02/2017
80,313,FDG,463.1499939,30/04/2018
31,185,TC,581.5,31/12/2016
85,331,JP3,1998.170044,30/04/2018
7,30,CW3,892,30/09/2013
33,55,W3,747.7000122,31/10/2013
2,284,BIC2,1284.900024,31/03/2013
19,72,R1,1337.780029,31/10/2014
9,9,CS8,873,31/08/2014
54,216,SUG,968.7999878,29/02/2012
70,265,CSL G,215.25,31/12/2015
9,13,CS12,398,30/04/2012
69,257,RH G,342.25,31/12/2012
6,205,CE4PLANT,77.30000305,31/12/2015
18,334,RW1,80.98000336,31/08/2016
9,207,SB15 ROOF PLANT,267,30/04/2018
67,251,CAB 3,1021.140015,31/12/2017
32,49,X2,1263,30/11/2014
85,331,JP3,1998.170044,30/09/2017
71,263,EK2,243,31/12/2017
76,283,JR5,0,31/01/2015
84,327,OA5.5,909.4299927,30/11/2017
20,98,ebG,1013.640015,31/08/2014
76,281,JR1,0,30/09/2013
85,329,JP1,2984.649902,31/12/2017
9,12,SB11,393.8800049,31/05/2017
33,54,W2,2116.860107,30/06/2015
24,198,PLT2,17.39999962,30/04/2013
37,293,HW4,200.5,30/04/2018
72,268,BS2,1524.849976,30/11/2012
7,32,CW5,885.3699951,31/08/2017
67,250,CAB 2,1686.599976,31/03/2013
31,76,T2,1709.52002,30/06/2013
9,8,CS3,3069,31/05/2012
37,115,HWG,1361.400024,28/02/2013
9,14,CS13,393.8800049,31/08/2014
7,203,CWB,692.960022,31/07/2015
71,262,EK1,244.6300049,28/02/2018
69,260,RH 1A,37.09999847,31/10/2012
9,34,CS5,2506,31/05/2015
7,203,CWB,692.9799805,31/08/2015
57,223,PS3,261.4700012,30/09/2017
19,72,R1,1472.339966,30/06/2016
71,263,HHRB 2,252.0399933,30/09/2012
72,267,BS1,2126.060059,30/04/2014
54,218,SU2,377.8999939,31/07/2013
60,237,F74-1,34.20000076,29/02/2012
31,78,T4,1482.400024,30/09/2014
32,50,X3,1263,29/02/2012
9,11,SB10,811,30/11/2017
33,55,W3,747.7000122,30/09/2012
9,15,CS14,263.9299927,31/10/2014
19,71,RG,2028.5,31/12/2016
76,319,JR3,171.5299988,30/06/2016
76,307,JR6,54.86000061,30/09/2015
19,71,RG,2028.5,31/07/2016
57,221,MBG,629.5900269,31/10/2014
28,110,SHB,131.1999969,28/02/2013
76,312,JR11,0,31/01/2015
28,202,SHU,145.8999939,31/12/2012
37,118,HW3,1177.880005,31/03/2014
6,81,HA1,813.1199951,31/10/2017
19,74,R3,350,31/10/2014
54,218,SU2,377.8999939,31/12/2013
52,208,JMG,353,30/06/2017
19,72,R1,1480.5,31/01/2012
52,209,JM1,270.8900146,30/06/2016
81,316,BHG,321.1700134,31/12/2015
9,10,CS9,811,31/01/2015
69,258,RH 1,375.6700134,30/09/2016
5,88,S1,444.8999939,31/08/2012
67,249,CAB 1,1521,30/09/2013
69,259,RH 2,331.2000122,30/11/2015
6,81,CE1,815,31/05/2014
18,119,RW,890,31/10/2013
32,47,XG,1411.930054,31/12/2015
70,265,CSL G,215.25,31/07/2017
57,222,MBB,361.7999878,30/06/2013
40,140,LSG,1306.349976,31/10/2014
31,77,T3,1037.160034,31/05/2017
37,117,HW2,1177.880005,31/03/2014
40,142,LS2,1261.209961,28/02/2014
9,12,CS11,395,31/01/2012
24,199,PLT3,17.39999962,31/05/2018
19,72,R1,1480.5,31/01/2013
7,30,CW3,890.7000122,30/06/2017
